[Sat Aug 27 18:55:45 2022|train.py|INFO] Batch_Size: 32
[Sat Aug 27 18:55:45 2022|train.py|INFO] Angular_Views: [0, 1, 2, 3, 4, 5, 6]
[Sat Aug 27 18:55:45 2022|train.py|INFO] Early_Stopping_Patience: 2000
[Sat Aug 27 18:55:45 2022|train.py|INFO] Train_Patch_Size: 96
[Sat Aug 27 18:55:45 2022|train.py|INFO] Optimizer: Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0001
    weight_decay: 0
)
[Sat Aug 27 19:34:17 2022|train.py|INFO] Train | Epoch: 71, Loss: 0.18841, MAE: 0.18841, MSE_x100: 14.40062, Bad_Pixel_Ratio: 47.69976, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:34:49 2022|train.py|INFO] Train | Epoch: 72, Loss: 0.17504, MAE: 0.17504, MSE_x100: 12.11031, Bad_Pixel_Ratio: 47.79233, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:35:21 2022|train.py|INFO] Train | Epoch: 73, Loss: 0.19472, MAE: 0.19472, MSE_x100: 15.22895, Bad_Pixel_Ratio: 49.90752, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:35:53 2022|train.py|INFO] Train | Epoch: 74, Loss: 0.19304, MAE: 0.19304, MSE_x100: 14.89107, Bad_Pixel_Ratio: 48.96106, Learning_Rate: 0.0001, Training_Time: 0.00885 Hours
[Sat Aug 27 19:36:25 2022|train.py|INFO] Train | Epoch: 75, Loss: 0.18694, MAE: 0.18694, MSE_x100: 13.75625, Bad_Pixel_Ratio: 47.88383, Learning_Rate: 0.0001, Training_Time: 0.00884 Hours
[Sat Aug 27 19:36:57 2022|train.py|INFO] Train | Epoch: 76, Loss: 0.20292, MAE: 0.20292, MSE_x100: 17.00800, Bad_Pixel_Ratio: 52.83182, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:37:29 2022|train.py|INFO] Train | Epoch: 77, Loss: 0.18826, MAE: 0.18826, MSE_x100: 13.98883, Bad_Pixel_Ratio: 50.35713, Learning_Rate: 0.0001, Training_Time: 0.00884 Hours
[Sat Aug 27 19:38:01 2022|train.py|INFO] Train | Epoch: 78, Loss: 0.17753, MAE: 0.17753, MSE_x100: 12.67656, Bad_Pixel_Ratio: 46.97784, Learning_Rate: 0.0001, Training_Time: 0.00887 Hours
[Sat Aug 27 19:38:33 2022|train.py|INFO] Train | Epoch: 79, Loss: 0.18352, MAE: 0.18352, MSE_x100: 15.20610, Bad_Pixel_Ratio: 46.47082, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:39:05 2022|train.py|INFO] Train | Epoch: 80, Loss: 0.20396, MAE: 0.20396, MSE_x100: 17.13189, Bad_Pixel_Ratio: 50.09790, Learning_Rate: 0.0001, Training_Time: 0.00887 Hours
